Author;Work;Location;Text;MVI;SID
Isocrates (0010);Antidosis (019);179.6;ὑπομείναντες οὖν τὸν τρόπον τῶν λεγομένων καὶ τὴν παρρησίαν, καὶ τὸν χρόνον ἐάσαντες ἀναλῶσαί με τὸν δεδομένον ταῖς ἀπολογίαις, ὅπως ἂν ὑμῶν ἑκάστῳ δοκῇ δίκαιον εἶναι καὶ νόμιμον, οὕτω φέρετε τὴν ψῆφον.;δοκέω;369
Isocrates (0010);Antidosis (019);243.5;νῦν δ’ οὕτως ἐναργεῖς ὑπείληφα τοὺς λόγους εἶναι τοὺς εἰρημένους καὶ πᾶσι φανερούς, ὥστ’ οὐδεὶς ἀγνοεῖν μοι δοκεῖ τὴν δύναμιν αὐτῆς, οὐδὲ καταγιγνώσκειν ἡμῶν ὡς διαφθείρομεν τοὺς μαθητάς, οὐδὲ πεπονθέναι τοιοῦτον οὐδὲν οἷον αὐτοὺς ὀλίγῳ πρότερον ᾐτιώμην·;δοκέω;495
Isocrates (0010);Antidosis (019);310.2;δοκεῖ γάρ μοι καθ’ αὑτὸ μὲν ἕκαστον ὧν διανοοῦμαι ῥηθὲν ἐπιεικὲς ἂν φανῆναι, πάντα δὲ νυνὶ λεγόμενα πολὺν ἂν ὄχλον ἐμοί τε καὶ τοῖς ἀκούουσι παρασχεῖν.;δοκέω;607
Isocrates (0010);Archidamus (016);37.4;"δυοῖν δὲ προτεινομένοιν ἀγαθοῖν, καὶ τοῦ μὲν ὄντος προδήλου τοῦ δὲ ἀγνοουμένου, πῶς οὐκ ἂν ποιήσαιτε καταγέλαστον, εἰ τὸ μὲν ὁμολογούμενον ἀποδοκιμάσαιτε, τὸ δ’ ἀμφισβητούμενον ἑλέσθαι δόξειεν ὑμῖν, ἄλλως τε καὶ τῆς αἱρέσεως τοσοῦτον διαφερούσης;";δοκέω;66
Isocrates (0010);Areopagiticus (018);68.2;δανεισαμένων γὰρ τῶν ἐν ἄστει μεινάντων ἑκατὸν τάλαντα παρὰ Λακεδαιμονίων εἰς τὴν πολιορκίαν τῶν τὸν Πειραιᾶ κατασχόντων, ἐκκλησίας γενομένης περὶ ἀποδόσεως τῶν χρημάτων, καὶ λεγόντων πολλῶν ὡς δίκαιόν ἐστι διαλύειν τὰ πρὸς Λακεδαιμονίους μὴ τοὺς πολιορκουμένους ἀλλὰ τοὺς δανεισαμένους, ἔδοξε τῷ δήμῳ κοινὴν ποιήσασθαι τὴν ἀπόδοσιν.;δοκέω;142
Isocrates (0010);Areopagiticus (018);84.5;ὑμεῖς δὲ πάντα λογισάμενοι ταῦτα χειροτονεῖθ’ ὅ τι ἂν ὑμῖν δοκῇ μάλιστα συμφέρειν τῇ πόλει.;δοκέω;182
Isocrates (0010);Busiris (010);20.5;εἰ δὲ τοῖς Αἰγυπτίων νόμοις χρῆσθαι βουληθεῖμεν, καὶ τοῖς μὲν ἐργάζεσθαι, τοῖς δὲ τὰ τούτων σῴζειν δόξειεν, ἕκαστοι τὴν αὑτῶν ἔχοντες εὐδαιμόνως ἂν τὸν βίον διατελοῖμεν.;δοκέω;38
Isocrates (0010);Concerning the Team of Horses (004);34.8;κατέλυσε δὲ τὴν θεωρίαν, τὰς μὲν τῶν προτέρων εὐτυχίας μικρὰς πρὸς τὰς αὑτοῦ δόξαι ποιήσας, τοὺς δ’ ἐφ’ αὑτοῦ νικήσαντας παύσας ζηλουμένους, τοῖς δὲ μέλλουσιν ἱπποτροφεῖν οὐδεμίαν ὑπερβολὴν καταλιπών.;δοκέω;63
Isocrates (0010);Concerning the Team of Horses (004);35.1;τοσοῦτον γὰρ ἐν τοῖς ἄλλοις διήνεγκεν, ὥσθ’ οἱ μὲν ἐνδεεστέρως ἐκείνου λῃτουργήσαντες ἐκ τούτων σφᾶς αὐτοὺς ἐγκωμιάζουσιν, ὑπὲρ ἐκείνου δ’ εἴ τις καὶ τῶν τηλικούτων χάριν ἀπαιτοίη, περὶ μικρῶν ἂν δόξειε τοὺς λόγους ποιεῖσθαι.;δοκέω;65
Isocrates (0010);Concerning the Team of Horses (004);39.3;ἀεὶ γάρ μοι δοκεῖ μεῖζον εἶναι τὸ μήπω πεφρασμένον τῶν ἤδη πρὸς ὑμᾶς εἰρημένων.;δοκέω;77
Isocrates (0010);Evagoras (015);12.1;πρῶτον μὲν οὖν περὶ τῆς φύσεως τῆς Εὐαγόρου, καὶ τίνων ἦν ἀπόγονος, εἰ καὶ πολλοὶ προεπίστανται, δοκεῖ μοι πρέπειν κἀμὲ τῶν ἄλλων ἕνεκα διελθεῖν περὶ αὐτῶν, ἵνα πάντες εἰδῶσιν ὅτι καλλίστων αὐτῷ καὶ μεγίστων παραδειγμάτων καταλειφθέντων οὐδὲν καταδεέστερον αὑτὸν ἐκείνων παρέσχεν.;δοκέω;23
Isocrates (0010);Evagoras (015);69.1;ἀεὶ γάρ μοι δοκεῖ μέγιστον εἶναι καὶ θαυμαστότατον καθ’ ὅ τι ἂν αὐτῶν ἐπιστήσω τὴν διάνοιαν.;δοκέω;147
Isocrates (0010);Evagoras (015);72.1;πρὸς δὲ τούτοις, ὃ δοκεῖ σπανιώτατον εἶναι καὶ χαλεπώτατον, εὐπαιδίας τυχεῖν ἅμα καὶ πολυπαιδίας, οὐδὲ τούτου διήμαρτεν, ἀλλὰ καὶ τοῦτ’ αὐτῷ συνέπεσεν.;δοκέω;151
Isocrates (0010);Helen (009);9.1;ἐμοὶ δὲ δοκεῖ πάντων εἶναι καταγελαστότατον τὸ διὰ τούτων τῶν λόγων ζητεῖν πείθειν ὡς περὶ τῶν πολιτικῶν ἐπιστήμην ἔχουσιν, ἐξὸν ἐν αὐτοῖς οἷς ἐπαγγέλλονται τὴν ἐπίδειξιν ποιεῖσθαι·;δοκέω;17
Isocrates (0010);Helen (009);22.1;δοκεῖ δέ μοι πρέπειν περὶ αὐτοῦ καὶ διὰ μακροτέρων εἰπεῖν·;δοκέω;42
Isocrates (0010);Letter 3 (030);t.2;ἐγὼ διελέχθην μὲν καὶ πρὸς Ἀντίπατρον περί τε τῶν τῇ πόλει καὶ τῶν σοὶ συμφερόντων ἐξαρκούντως, ὡς ἐμαυτὸν ἔπειθον, ἠβουλήθην δὲ καὶ πρὸς σὲ γράψαι περὶ ὧν μοι δοκεῖ πρακτέον εἶναι μετὰ τὴν εἰρήνην, παραπλήσια μὲν τοῖς ἐν τῷ λόγῳ γεγραμμένοις, πολὺ δ’ ἐκείνων συντομώτερα.;δοκέω;1
Isocrates (0010);Letter 4 (029);8.1;διὸ δὴ καὶ πρὸς ὑμᾶς ἀεὶ προσιέναι διανοούμενος ὀκνηρῶς εἶχεν, οὐχ ὡς ἅπαντας ὁμοίους εἶναι νομίζων τοὺς ὑπὲρ αὑτὸν ὄντας, ἀλλὰ διὰ τὰς πρὸς ἐκείνους γεγενημένας δυσχερείας καὶ πρὸς τὰς παρ’ ὑμῶν ἐλπίδας ἀθυμότερος ἦν, παραπλήσιον, ὡς ἐμοὶ δοκεῖ, πεπονθὼς τῶν πεπλευκότων τισίν, οἳ τὸ πρῶτον, ὅταν χρήσωνται χειμῶσιν, οὐκέτι θαρροῦντες εἰσβαίνουσιν εἰς θάλατταν, καίπερ εἰδότες ὅτι καὶ καλοῦ πλοῦ πολλάκις ἐπιτυχεῖν ἔστιν.;δοκέω;12
Isocrates (0010);Letter 4 (029);11.5;οὗτος μὲν οὖν, ὅ τι ἂν αὐτῷ δοκῇ συμφέρειν, τοῦτο πράξει·;δοκέω;21
Isocrates (0010);Letter 6 (023);11.5;ἐμοὶ γὰρ αἱρετώτερος ὁ βίος εἶναι δοκεῖ καὶ βελτίων ὁ τῶν ἰδιωτευόντων ἢ τῶν τυραννούντων, καὶ τὰς τιμὰς ἡδίους ἡγοῦμαι τὰς ἐν ταῖς πολιτείαις ἢ τὰς ἐν ταῖς μοναρχίαις·;δοκέω;30
Isocrates (0010);Letter 8 (025);4.1;οὐ μὴν ἀλλ’ εἰ καὶ μηδὲν ὑμῖν ἔδοξε τούτων μηδὲ προσεδέχεσθε μηδένα τῶν φυγάδων, τούτους γε νομίζω συμφέρειν ὑμῖν κατάγειν.;δοκέω;9
Isocrates (0010);On the Peace (017);1.3;οὐ μὴν ἀλλ’ εἰ καὶ περὶ ἄλλων τινῶν πραγμάτων ἥρμοσε τοιαῦτα προειπεῖν, δοκεῖ μοι πρέπειν καὶ περὶ τῶν νῦν παρόντων ἐντεῦθεν ποιήσασθαι τὴν ἀρχήν.;δοκέω;2
Isocrates (0010);On the Peace (017);38.1;δοκεῖ μὲν γάρ μοι βέλτιον εἶναι διαλεχθῆναι περὶ αὐτῶν, ὁρῶ δ’ ὑμᾶς χαλεπώτερον διατιθεμένους πρὸς τοὺς ἐπιτιμῶντας ἢ πρὸς αἰτίους τῶν κακῶν γεγενημένους.;δοκέω;85
Isocrates (0010);On the Peace (017);63.3;ὡς δ’ ἂν τάχιστα πρὸς τὸ τοιοῦτοι γενέσθαι παιδευθεῖμεν, ἀληθὲς μέν ἐστι τὸ ῥηθησόμενον, ἴσως δ’ ἂν ἀκούσασιν ὑμῖν δεινὸν εἶναι δόξειε καὶ παρὰ πολὺ τῆς τῶν ἄλλων ἐξηλλαγμένον διανοίας.;δοκέω;123
Isocrates (0010);Panathenaicus (021);25.1;κράτιστον οὖν ἐξ ἁπάντων τούτων, περὶ ὧν τὸ τελευταῖόν με διέβαλλον ἀποφηνάμενον ἃ δοκεῖ μοι, τότ’ ἤδη λέγειν περὶ ὦν ἐξ ἀρχῆς διενοήθην·;δοκέω;41
Isocrates (0010);Panathenaicus (021);54.6;Λακεδαιμόνιοι δὲ κατέστησαν οὔθ’ ὁμοίαν τῇ παρ’ αὑτοῖς οὔτε ταῖς ἄλλοθί που γεγενημέναις, ἀλλὰ δέκα μόνους ἄνδρας κυρίους ἑκάστης τῆς πόλεως ἐποίησαν, ὧν ἐπιχειρήσας ἄν τις κατηγορεῖν τρεῖς ἢ τέτταρας ἡμέρας συνεχῶς οὐδὲν ἂν μέρος εἰρηκέναι δόξειε τῶν ἐκείνοις ἡμαρτημένων.;δοκέω;95
Isocrates (0010);Panathenaicus (021);123.8;οὕτω γὰρ ὁσίως καὶ καλῶς καὶ τὰ περὶ τὴν πόλιν καὶ τὰ περὶ σφᾶς αὐτοὺς διῴκησαν, ὥσπερ προσῆκον ἦν τοὺς ἀπὸ θεῶν μὲν γεγονότας, πρώτους δὲ καὶ πόλιν οἰκήσαντας καὶ νόμοις χρησαμένους, ἅπαντα δὲ τὸν χρόνον ἠσκηκότας εὐσέβειαν μὲν περὶ τοὺς θεοὺς δικαιοσύνην δὲ περὶ τοὺς ἀνθρώπους, ὄντας δὲ μήτε μιγάδας μήτ’ ἐπήλυδας, ἀλλὰ μόνους αὐτόχθονας τῶν Ἑλλήνων, καὶ ταύτην ἔχοντας τὴν χώραν τροφὸν ἐξ ἧς περ ἔφυσαν, καὶ στέργοντας αὐτὴν ὁμοίως ὥσπερ οἱ βέλτιστοι τοὺς πατέρας καὶ τὰς μητέρας τὰς αὑτῶν, πρὸς δὲ τούτοις οὕτω θεοφιλεῖς ὄντας, ὥσθ’ ὃ δοκεῖ χαλεπώτατον εἶναι καὶ σπανιώτατον, εὑρεῖν τινας τῶν οἴκων τῶν τυραννικῶν καὶ βασιλικῶν ἐπὶ τέτταρας ἢ πέντε γενεὰς διαμείναντας, καὶ τοῦτο συμβῆναι μόνοις ἐκείνοις.;δοκέω;214
Isocrates (0010);Panathenaicus (021);156.3;εἰ γάρ τις φαίη τὼ πόλεε τούτω πλείστων ἀγαθῶν αἰτίας γεγενῆσθαι τοῖς Ἕλλησι καὶ μεγίστων κακῶν μετὰ τὴν Ξέρξου στρατείαν, οὐκ ἔστιν ὅπως οὐκ ἀληθῆ δόξειεν ἂν λέγειν τοῖς εἰδόσι τι περὶ τῶν τότε γεγενημένων.;δοκέω;267
Isocrates (0010);Panathenaicus (021);200.1;ἐπειδὴ δὲ διεξιοῦσιν ἡμῖν ἐδόκει καλῶς ἔχειν καὶ προσδεῖσθαι τελευτῆς μόνον, ἔδοξέ μοι μεταπέμψασθαί τινα τῶν ἐμοὶ μὲν πεπλησιακότων, ἐν ὀλιγαρχίᾳ δὲ πεπολιτευμένον, προῃρημένον δὲ Λακεδαιμονίους ἐπαινεῖν, ἵν’ εἴ τι παρέλαθεν ἡμᾶς ψεῦδος εἰρημένον, ἐκεῖνος κατιδὼν δηλώσειεν ἡμῖν.;δοκέω;342
Isocrates (0010);Panathenaicus (021);224.5;"τὸ δὲ μηδὲν τῶν αὐτῶν συμβαίνειν τοῖς ὀρθῶς καὶ δικαίως πράττουσι καὶ τοῖς ἀσελγῶς τε καὶ κακῶς, τίνι τῶν ὀρθῶς λογιζομένων οὐκ ἂν εἰκότως ταῦτα γίγνεσθαι δόξειεν;";δοκέω;386
Isocrates (0010);Panathenaicus (021);233.1;ἐν τοιαύτῃ δὲ μοι ταραχῇ καθεστηκότι καὶ μεταβολὰς ποιουμένῳ πολλὰς ἔδοξε κράτιστον εἶναι παρακαλέσαντι τῶν πεπλησιακότων τοὺς ἐπιδημοῦντας βουλεύσασθαι μετ’ αὐτῶν, πότεροι ἀφανιστέος παντάπασίν ἐστιν ἢ διαδοτέος τοῖς βουλομένοις λαμβάνειν, ὁπότερα δ’ ἂν ἐκείνοις δόξῃ, ταῦτα ποιεῖν.;δοκέω;408
Isocrates (0010);Panathenaicus (021);238.1;ἐὰν δ’ ἐάσας ἐκεῖνα λέγῃς τὰς πράξεις τὰς ὁμολογουμένας καὶ πολλῶν ἀγαθῶν αἰτίας τοῖς Ἕλλησι γεγενημένας, καὶ παραβάλλῃς αὐτὰς πρὸς τὰς Λακεδαιμονίων, καὶ τὰς μὲν τῶν προγόνων ἐπαινῇς, τῶν δ’ ἐκείνοις πεπραγμένων κατηγορῇς, ὅ τε λόγος ἐναργέστερος εἶναι δόξει τοῖς ἀκούουσι καὶ σὺ μενεῖς ἐν τοῖς αὐτοῖς, ὃ μᾶλλον ἄν τινες θαυμάσειαν τῶν τοῖς ἄλλοις γεγραμμένων.;δοκέω;419
Isocrates (0010);Panathenaicus (021);248.1;ἐγὼ δ’ ὁμολογῶ μὲν ἀπολελεῖφθαι τὴν ἐμὴν φρόνησιν τῆς σῆς ὡς δυνατὸν πλεῖστον, οὐ μὴν ἀλλ’ ὥσπερ τοῦτ’ οἶδα, κἀκεῖνο τυγχάνω γιγνώσκων, ὅτι τῆς πόλεως τῆς ὑμετέρας βουλευομένης περὶ τῶν μεγίστων οἱ μὲν ἄριστα φρονεῖν δοκοῦντες ἐνίοτε διαμαρτάνουσι τοῦ συμφέροντος, τῶν δὲ φαύλων νομιζομένων εἶναι καὶ καταφρονουμένων ἔστιν ὅτε κατώρθωσεν ὁ τυχὼν καὶ βέλτιστα λέγειν ἔδοξεν·;δοκέω;436
Isocrates (0010);Panegyricus (011);65.4;δοκεῖ δέ μοι καὶ περὶ τῶν πρὸς τοὺς βαρβάρους τῇ πόλει πεπραγμένων προσήκειν εἰπεῖν, ἄλλως τ’ ἐπειδὴ καὶ τὸν λόγον κατεστησάμην περὶ τῆς ἡγεμονίας τῆς ἐπ’ ἐκείνους.;δοκέω;104
Isocrates (0010);Panegyricus (011);76.4;οὐδὲ πρὸς ἀργύριον τὴν εὐδαιμονίαν ἔκρινον, ἀλλ’ οὗτος ἐδόκει πλοῦτον ἀσφαλέστατον κεκτῆσθαι καὶ κάλλιστον, ὅστις τοιαῦτα τυγχάνοι πράττων ἐξ ὧν αὐτός τε μέλλοι μάλιστ’ εὐδοκιμήσειν καὶ τοῖς παισὶ μεγίστην δόξαν καταλείψειν.;δοκέω;128
Isocrates (0010);Panegyricus (011);159.1;ὥστε μοι δοκεῖ πολλὰ λίαν εἶναι τὰ παρακελευόμενα πολεμεῖν αὐτοῖς, μάλιστα δ’ ὁ παρὼν καιρός, ὃν οὐκ ἀφετέον·;δοκέω;283
Isocrates (0010);Panegyricus (011);174.6;ὧν ἕνεκα περὶ παντὸς ποιητέον ὅπως ὡς τάχιστα τὸν ἐνθένδε πόλεμον εἰς τὴν ἤπειρον διοριοῦμεν, ὡς μόνον ἂν τοῦτ’ ἀγαθὸν ἀπολαύσαιμεν τῶν κινδύνων τῶν πρὸς ἡμᾶς αὐτούς, εἰ ταῖς ἐμπειρίαις ταῖς ἐκ τούτων γεγενημέναις πρὸς τὸν βάρβαρον καταχρήσασθαι δόξειεν ἡμῖν.;δοκέω;320
Isocrates (0010);Plataicus (012);8.3;ὑμεῖς δ’ ἐνθυμεῖσθε πρῶτον μὲν εἰ δίκαιόν ἐστιν ὑπὲρ τηλικούτων ἐγκλημάτων οὕτως ἀνόμους καὶ δεινὰς ποιεῖσθαι τὰς τιμωρίας, ἔπειτ’ εἰ προσήκειν ὑμῖν δοκεῖ μὴ πεισθεῖσαν τὴν Πλαταιέων πόλιν, ἀλλὰ βιασθεῖσαν Θηβαίοις συντελεῖν.;δοκέω;16
Isocrates (0010);Plataicus (012);17.5;οἳ τοσούτου δέουσι μιμεῖσθαι τὴν πραότητα τὴν ὑμετέραν, ὥσθ’ ὃ δοκεῖ πάντων δεινότατον εἶναι, δοριαλώτους γενέσθαι, τοῦτο κρεῖττον ἦν ἡμῖν παθεῖν ὑπὸ ταύτης τῆς πόλεως ἢ τούτων τυχεῖν ὁμόρους ὄντας.;δοκέω;41
Isocrates (0010);Plataicus (012);52.1;καὶ γὰρ ἂν πάντων εἴη δεινότατον, εἰ πρότερον μὲν ἡμῖν μετέδοτε τῆς πατρίδος τῆς ὑμετέρας αὐτῶν, νῦν δε μηδὲ τὴν ἡμετέραν ἀποδοῦναι δόξειεν ὑμῖν.;δοκέω;105
Isocrates (0010);Plataicus (012);58.1;εἰ δ’ οὖν καὶ μηδὲν ὑμῖν τῶν σωμάτων τῶν ἡμετέρων δέδοκται φροντίζειν, ἀλλὰ τήν γε χώραν οὐ πρὸς ὑμῶν ἐστὶν ἀνέχεσθαι πεπορθημένην, ἐν ᾗ μέγιστα σημεῖα τῆς ἀρετῆς τῆς ὑμετέρας καὶ τῶν ἄλλων τῶν συναγωνισαμένων καταλείπεται·;δοκέω;116
Isocrates (0010);To Demonicus (007);15.7;τούτοις γὰρ ἅπασι δοκεῖ κρατεῖσθαι τὸ τῶν νεωτέρων ἦθος.;δοκέω;43
Isocrates (0010);To Philip (020);9.1;διεξιὼν δὲ περὶ τούτων πρὸς ἐμαυτὸν εὕρισκον οὐδαμῶς ἂν ἄλλως αὐτὴν ἡσυχίαν ἄγουσαν, πλὴν εἰ δόξειε ταῖς πόλεσι ταῖς μεγίσταις διαλυσαμέναις τὰ πρὸς σφᾶς αὐτὰς εἰς τὴν Ἀσίαν τὸν πόλεμον ἐξενεγκεῖν, καὶ τὰς πλεονεξίας, ἃς νῦν παρὰ τῶν Ἑλλήνων ἀξιοῦσιν αὑταῖς γίγνεσθαι, ταύτας εἰ παρὰ τῶν βαρβάρων ποιήσασθαι βουληθεῖεν·;δοκέω;14
Isocrates (0010);To Philip (020);14.1;ἀλλὰ τοὺς μὲν ἄλλους ἑώρων τοὺς ἐνδόξους τῶν ἀνδρῶν ὑπὸ πόλεσι καὶ νόμοις οἰκοῦντας, καὶ οὐδὲν ἐξὸν αὐτοῖς ἄλλο πράττειν πλὴν τὸ προσταττόμενον, ἔτι δὲ πολὺ καταδεεστέρους ὄντας τῶν πραγμάτων τῶν ῥηθησομένων, σοὶ δὲ μόνῳ πολλὴν ἐξουσίαν ὑπὸ τῆς τύχης δεδομένην καὶ πρέσβεις πέμπειν πρὸς οὕς τινας ἂν βουληθῇς, καὶ δέχεσθαι παρ’ ὧν ἄν σοι δοκῇ, καὶ λέγειν ὅ τι ἂν ἡγῇ συμφέρειν, πρὸς δὲ τούτοις καὶ πλοῦτον καὶ δύναμιν κεκτημένον ὅσην οὐδεὶς τῶν Ἑλλήνων, ἃ μόνα τῶν ὄντων καὶ πείθειν καὶ βιάζεσθαι πέφυκεν·;δοκέω;19
Isocrates (0010);To Philip (020);26.2;ἐπειδὰν γὰρ ὁ λόγος ἀποστερηθῇ τῆς τε δόξης τῆς τοῦ λέγοντος καὶ τῆς φωνῆς καὶ τῶν μεταβολῶν τῶν ἐν ταῖς ῥητορείαις γιγνομένων, ἔτι δὲ τῶν καιρῶν καὶ τῆς σπουδῆς τῆς περὶ τὴν πρᾶξιν, καὶ μηδὲν ᾖ τὸ συναγωνιζόμενον καὶ συμπεῖθον, ἀλλὰ τῶν μὲν προειρημένων ἁπάντων ἔρημος γένηται καὶ γυμνός, ἀναγιγνώσκῃ δέ τις αὐτὸν ἀπιθάνως καὶ μηδὲν ἦθος ἐνσημαινόμενος ἀλλ’ ὥσπερ ἀπαριθμῶν, εἰκότως, οἶμαι, φαῦλος εἶναι δοκεῖ τοῖς ἀκούουσιν, ἅπερ καὶ τὸν νῦν ἐπιδεικνύμενον μάλιστ’ ἂν βλάψειε καὶ φαυλότερον·;δοκέω;44
Isocrates (0010);To Philip (020);89.1;οἶμαι δὲ τῶν μὲν ἄλλων εἴ τισι δόξειε περὶ τῆς στρατείας τῆς εἰς τὴν Ἀσίαν συμβουλεύειν, ἐπὶ ταύτην ἂν ἐπιπεσεῖν τὴν παράκλησιν, λέγοντας ὡς ὅσοι περ ἐπεχείρησαν πρὸς τὸν βασιλέα πολεμεῖν, ἅπασι συνέπεσεν ἐξ ἀδόξων μὲν γενέσθαι λαμπροῖς, ἐκ πενήτων δὲ πλουσίοις, ἐκ ταπεινῶν δὲ πολλῆς χώρας καὶ πόλεων δεσπόταις.;δοκέω;184
Isocrates (0010);To Philip (020);95.1;δοκεῖ δέ μοι μετὰ ταῦτα περὶ τῆς παρασκευῆς διαλεκτέον εἶναι τῆς τε σοὶ γενησομένης καὶ τῆς ἐκείνοις ὑπαρξάσης.;δοκέω;198
Isocrates (0010);Trapeziticus (005);7.2;βουλευομένοις οὖν ἡμῖν ἐδόκει βέλτιστον εἶναι προσομολογεῖν πάντα ποιεῖν, ὅσα Σάτυρος προσέταττε, καὶ τὰ μὲν φανερὰ τῶν χρημάτων παραδοῦναι, περὶ δὲ τῶν παρὰ τούτῳ κειμένων μὴ μόνον ἔξαρνον εἶναι ἀλλὰ καὶ ὀφείλοντά με καὶ τούτῳ καὶ ἑτέροις ἐπὶ τόκῳ φαίνεσθαι καὶ πάντα ποιεῖν ἐξ ἐκεῖνοι μάλιστ’ ἤμελλον πεισθήσεσθαι μὴ εἶναί μοι χρήματα.;δοκέω;20
Isocrates (0010);Trapeziticus (005);15.6;κἀγὼ μὲν ἠξίουν αὐτοὺς μαστιγοῦν τὸν ἐκδοθέντα καὶ στρεβλοῦν, ἕως τἀληθῆ δόξειεν αὐτοῖς λέγειν·;δοκέω;43
Lycurgus (0034);Against Leocrates (001);14.1;περὶ μὲν γὰρ ἀγνῶτος ἀνθρώπου τοῖς Ἕλλησιν ἐν ὑμῖν αὐτοῖς ἐδοκεῖτ’ ἂν ἢ καλῶς ἢ καὶ φαύλως ἐψηφίσθαι·;δοκέω;44
Lycurgus (0034);Against Leocrates (001);15.4;εὖ γὰρ ἴστε, ὦ Ἀθηναῖοι, ὅτι ᾧ πλεῖστον διαφέρετε τῶν ἄλλων ἀνθρώπων, τῷ πρός τε τοὺς θεοὺς εὐσεβῶς καὶ πρὸς τοὺς γονέας ὁσίως καὶ πρὸς τὴν πατρίδα φιλοτίμως ἔχειν, τούτου πλεῖστον ἀμελεῖν δόξαιτ’ ἂν εἰ τὴν παρ’ ὑμῶν οὗτος διαφύγοι τιμωρίαν.;δοκέω;48
Lycurgus (0034);Against Leocrates (001);16.5;γεγενημένης γὰρ τῆς ἐν Χαιρωνείᾳ μάχης, καὶ συνδραμόντων ἁπάντων ὑμῶν εἰς τὴν ἐκκλησίαν, ἐψηφίσατο ὁ δῆμος παῖδας μὲν καὶ γυναῖκας ἐκ τῶν ἀγρῶν εἰς τὰ τείχη κατακομίζειν, τοὺς δὲ στρατηγοὺς τάττειν εἰς τὰς φυλακὰς τῶν Ἀθηναίων καὶ τῶν ἄλλων τῶν οἰκούντων Ἀθήνησι, καθ’ ὅ τι ἂν αὐτοῖς δοκῇ.;δοκέω;50
Lycurgus (0034);Against Leocrates (001);29.5;"τίς γὰρ ὑμῶν οὐκ οἶδεν ὅτι περὶ τῶν ἀμφισβητουμένων πολὺ δοκεῖ δικαιότατον καὶ δημοτικώτατον εἶναι, ὅταν οἰκέται ἢ θεράπαιναι συνειδῶσιν ἃ δεῖ, τούτους ἐλέγχειν καὶ βασανίζειν, καὶ τοῖς ἔργοις μᾶλλον ἢ τοῖς λόγοις πιστεύειν, ἄλλως τε καὶ περὶ πραγμάτων κοινῶν καὶ μεγάλων καὶ συμφερόντων τῇ πόλει;";δοκέω;89
Lycurgus (0034);Against Leocrates (001);33.1;"τίνας δὲ δυνατὸν εἶναι δοκεῖ τοῖς λόγοις ψυχαγωγῆσαι, καὶ τὴν ὑγρότητα αὐτῶν τοῦ ἤθους τοῖς δακρύοις εἰς ἔλεον προαγαγέσθαι;";δοκέω;98
Lycurgus (0034);Against Leocrates (001);36.6;ἀκούετε τοῦ ψηφίσματος, ὦ ἄνδρες, ὅτι τὴν βουλὴν τοὺς πεντακοσίους καταβαίνειν εἰς Πειραιᾶ χρηματιοῦσαν περὶ φυλακῆς τοῦ Πειραιέως ἐν τοῖς ὅπλοις ἔδοξε, καὶ πράττειν διεσκευασμένην ὅ τι ἂν δοκῇ τῷ δήμῳ συμφέρον εἶναι.;δοκέω;112
Lycurgus (0034);Against Leocrates (001);75.3;ἐγκώμιον γὰρ νὴ τὴν Ἀθηνᾶν εἰσι τῆς πόλεως οἱ παλαιοὶ νόμοι καὶ τὰ ἔθη τῶν ἐξ ἀρχῆς ταῦτα κατασκευασάντων, οἷς ἂν προσέχητε, τὰ δίκαια ποιήσετε καὶ πᾶσιν ἀνθρώποις σεμνοὶ καὶ ἄξιοι τῆς πόλεως δόξετ’ εἶναι.;δοκέω;227
Lycurgus (0034);Against Leocrates (001);83.6;ἐπὶ Κόδρου γὰρ βασιλεύοντος Πελοποννησίοις γενομένης ἀφορίας κατὰ τὴν χώραν αὐτῶν ἔδοξε στρατεύειν ἐπὶ τὴν πόλιν ἡμῶν, καὶ ἡμῶν τοὺς προγόνους ἐξαναστήσαντας κατανείμασθαι τὴν χώραν.;δοκέω;266
Lycurgus (0034);Against Leocrates (001);123.1;"ἆρά γ’ ὑμῖν δοκεῖ βουλομένοις μιμεῖσθαι τοὺς προγόνους πάτριον εἶναι Λεωκράτην μὴ οὐκ ἀποκτεῖναι;";δοκέω;421
Lycurgus (0034);Against Leocrates (001);125.1;ἐψηφίσαντο γὰρ καὶ ὤμοσαν, ἐάν τις τυραννίδι ἐπιτιθῆται ἢ τὴν πόλιν προδιδῷ ἢ τὸν δῆμον καταλύῃ, τὸν αἰσθανόμενον καθαρὸν εἶναι ἀποκτείναντα, καὶ κρεῖττον ἔδοξεν αὐτοῖς τοὺς τὴν αἰτίαν ἔχοντας τεθνάναι μᾶλλον ἢ πειραθέντας μετὰ ἀληθείας αὐτοὺς δουλεύειν·;δοκέω;430
Lysias (0540);Accusation of Calumny (008);1.4;τοὺς μὲν γὰρ παρ’ οὐδὲν οἶμαι τιμήσειν, εἰ τοῖς ἐπιτηδείοις ἀνεπιτήδειοι δόξουσιν εἶναι (τὴν γὰρ ἀρχὴν οὐδ’ ἂν ἐπεχείρουν ἐξαμαρτάνειν εἰς ἐμὲ) τοῖς δὲ βουλοίμην ἂν δόξαι μηδὲν ἀδικῶν τούτους ὑπὸ τούτων ἀδικεῖσθαι πρότερον.;δοκέω;4
