ID,AUTHOR,WORK,LOCATION,TEXT,MV,SELECT,CHECK,MV_PERSONAL
3131,Demosthenes (0014),Philip's Letter (012),18.1,"πάντων δέ μοι δοκεῖ παραλογώτατον εἶναι, διότι πέμψαντος ἐμοῦ πρέσβεις ἀπὸ τῆς συμμαχίας πάσης, ἵν’ ὦσι μάρτυρες, καὶ βουλομένου ποιήσασθαι πρὸς ὑμᾶς δικαίας ὁμολογίας ὑπὲρ τῶν Ἑλλήνων, οὐδὲ τοὺς περὶ τούτων λόγους ἐδέξασθε παρὰ τῶν πρεσβευόντων, ἐξὸν ὑμῖν ἢ τῶν κινδύνων ἀπαλλάξαι τοὺς δυσχερὲς ὑποπτεύοντάς τι καθ’ ἡμῶν, ἢ φανερῶς ἐξελέγξαι με φαυλότατον ὄντα τῶν ἁπάντων.",ἔξεστι,TRUE,FALSE,FALSE
3133,Demosthenes (0014),Second Philippic (006),10.5,"εὑρίσκει γάρ, οἶμαι, καὶ ἀκούει τοὺς μὲν ὑμετέρους προγόνους, ἐξὸν αὐτοῖς τῶν λοιπῶν ἄρχειν Ἑλλήνων ὥστ’ αὐτοὺς ὑπακούειν βασιλεῖ, οὐ μόνον οὐκ ἀνασχομένους τὸν λόγον τοῦτον, ἡνίκ’ ἦλθεν Ἀλέξανδρος ὁ τούτων πρόγονος περὶ τούτων κῆρυξ, ἀλλὰ καὶ τὴν χώραν ἐκλιπεῖν προελομένους καὶ παθεῖν ὁτιοῦν ὑπομείναντας, καὶ μετὰ ταῦτα πράξαντας ταῦθ’ ἃ πάντες ἀεὶ γλίχονται λέγειν, ἀξίως δ’ οὐδεὶς εἰπεῖν δεδύνηται, διόπερ κἀγὼ παραλείψω, δικαίως (ἔστι γὰρ μείζω τἀκείνων ἔργα ἢ ὡς τῷ λόγῳ τις ἂν εἴποι) τοὺς δὲ Θηβαίων καὶ Ἀργείων προγόνους τοὺς μὲν συστρατεύσαντας τῷ βαρβάρῳ, τοὺς δ’ οὐκ ἐναντιωθέντας.",ἔξεστι,TRUE,TRUE,FALSE
3245,Demosthenes (0014),Against Aphobus 1 (027),68.1,"δέομαι οὖν ὑμῶν, ὦ ἄνδρες δικασταί, καὶ ἱκετεύω καὶ ἀντιβολῶ, μνησθέντας καὶ τῶν νόμων καὶ τῶν ὅρκων οὓς ὀμόσαντες δικάζετε, βοηθῆσαι ἡμῖν τὰ δίκαια, καὶ μὴ περὶ πλείονος τὰς τούτου δεήσεις ἢ τὰς ἡμετέρας ποιήσασθαι.",δέομαι,TRUE,FALSE,TRUE
3255,Demosthenes (0014),Against Eubulides (057),1.5,"δέομαι δ’ ἁπάντων ὑμῶν, ὦ ἄνδρες δικασταί, καὶ ἱκετεύω καὶ ἀντιβολῶ, λογισαμένους τό τε μέγεθος τοῦ παρόντος ἀγῶνος καὶ τὴν αἰσχύνην μεθ’ ἧς ὑπάρχει τοῖς ἁλισκομένοις ἀπολωλέναι, ἀκοῦσαι καὶ ἐμοῦ σιωπῇ, μάλιστα μέν, εἰ δυνατόν, μετὰ πλείονος εὐνοίας ἢ τούτου (τοῖς γὰρ ἐν κινδύνῳ καθεστηκόσιν εἰκὸς εὐνοϊκωτέρους ὑπάρχειν) εἰ δὲ μή, μετά γε τῆς ἴσης.",δέομαι,TRUE,FALSE,TRUE
3264,Demosthenes (0014),Against Leochares (044),3.1,"δέομαι δ’ ὑμῶν, ὦ ἄνδρες δικασταί, βοηθῆσαι τῷ τε πατρὶ τούτῳ καὶ ἐμοί, ἐὰν λέγωμεν τὰ δίκαια, καὶ μὴ περιιδεῖν πένητας ἀνθρώπους καὶ ἀσθενεῖς καταστασιασθέντας ὑπὸ παρατάξεως ἀδίκου.",δέομαι,TRUE,TRUE,TRUE
3276,Demosthenes (0014),Against Olympiodorus (048),3.1,"δέομαι οὖν ὑμῶν, ὦ ἄνδρες δικασταί, ἀκούσαντας ἀμφοτέρων ἡμῶν καὶ αὐτοὺς δοκιμαστὰς τοῦ πράγματος γενομένους μάλιστα μὲν διαλλάξαντας ἀποπέμψαι καὶ εὐεργέτας ἡμῶν ἀμφοτέρων ὑμᾶς γενέσθαι, ἐὰν δ’ ἄρα μὴ ἐπιτυγχάνητε τούτου, ἐκ τῶν ὑπολοίπων τῷ τὰ δίκαια λέγοντι, τούτῳ τὴν ψῆφον ὑμᾶς προσθέσθαι.",δέομαι,TRUE,FALSE,TRUE
3303,Demosthenes (0014),Apollodorus Against Callipus (052),32.3,"δέομαι δὲ ὑμῶν αὐτός τε ὑπὲρ ἐμαυτοῦ καὶ ὑπὲρ τοῦ πατρός, ἀναμνησθέντας ὅτι πάντων μὲν ὑμῖν καὶ μάρτυρας καὶ τεκμήρια καὶ νόμους καὶ πίστεις παρεσχόμην ὧν εἴρηκα, τούτῳ δὲ ἐπιδείκνυμι ὅτι ἐξόν, εἴπερ τι αὐτῷ προσῆκεν τοῦ ἀργυρίου, ἐπὶ τὸν Κηφισιάδην βαδίζειν τὸν ὁμολογοῦντα κεκομίσθαι καὶ ἔχειν τὸ ἀργύριον, καὶ ταῦτα μηδὲν ἧττον τὰ πιστὰ παρ’ ἡμῶν λαβόντα, οὐκ ἔρχεται, εἰδὼς ὅτι οὐκ ἔστιν παρ’ ἡμῖν τὸ ἀργύριον, δέομαι ὑμῶν ἀποψηφίσασθαί μου.",δέομαι,TRUE,FALSE,TRUE
3310,Demosthenes (0014),Apollodorus Against Polycles (050),64.1,"ἀνθ’ ὧν ἁπάντων νῦν ὑμῶν δέομαι, ὥσπερ ἐγὼ ὑμῖν εὔτακτον καὶ χρήσιμον ἐμαυτὸν παρέσχον, οὕτω καὶ ὑμᾶς νυνὶ περὶ ἐμοῦ πρόνοιαν ποιησαμένους, καὶ ἀναμνησθέντας ἁπάντων ὧν τε διηγησάμην πρὸς ὑμᾶς, τῶν τε μαρτυριῶν ὧν παρεσχόμην καὶ τῶν ψηφισμάτων, βοηθῆσαι μὲν ἐμοὶ ἀδικουμένῳ, τιμωρήσασθαι δ’ ὑπὲρ ὑμῶν αὐτῶν εἰσπρᾶξαι δὲ τὰ ὑπὲρ τούτου ἀνηλωμένα.",δέομαι,TRUE,FALSE,TRUE
3316,Demosthenes (0014),Apollodorus Against Timotheus (049),24.3,"μέλλων τοίνυν ἀποδημεῖν ὡς βασιλέα, καὶ διαπραξάμενος ἐκπλεῦσαι ὡς βασιλεῖ στρατηγήσων τὸν ἐπ’ Αἴγυπτον πόλεμον, ἵνα μὴ δῷ ἐνθάδε λόγον καὶ εὐθύνας τῆς στρατηγίας, μεταπεμψάμενος τὸν πατέρα τὸν ἐμὸν εἰς τὸ Παράλιον τῶν τε προϋπηργμένων εἰς αὑτὸν ἐπῄνει, καὶ ἐδεῖτο αὐτοῦ συστήσας Φιλώνδαν, ἄνδρα τὸ μὲν γένος Μεγαρέα, μετοικοῦντα δ’ Ἀθήνησιν, πιστῶς δὲ τούτῳ διακείμενον καὶ ὑπηρετοῦντα ἐν ἐκείνῳ τῷ χρόνῳ, ἐπειδὰν ἀφίκηται ἐκ Μακεδονίας ὁ Φιλώνδας, ὃν συνίστη οὗτος τῷ πατρὶ τῷ ἐμῷ, ἄγων ξύλα τὰ δοθέντα τούτῳ ὑπὸ Ἀμύντου, τὸ ναῦλον τῶν ξύλων παρασχεῖν καὶ ἐᾶσαι ἀνακομίσαι τὰ ξύλα εἰς τὴν οἰκίαν τὴν ἑαυτοῦ τὴν ἐν Πειραιεῖ·",δέομαι,TRUE,TRUE,TRUE
3333,Demosthenes (0014),On the False Embassy (019),1.4,"δεήσομαι δὲ πάντων ὑμῶν, ἃ καὶ τοῖς μὴ δεηθεῖσι δίκαιόν ἐστιν ὑπάρχειν, μηδεμίαν μήτε χάριν μήτ’ ἄνδρα ποιεῖσθαι περὶ πλείονος ἢ τὸ δίκαιον καὶ τὸν ὅρκον ὃν εἰσελήλυθεν ὑμῶν ἕκαστος ὀμωμοκώς, ἐνθυμουμένους ὅτι ταῦτα μέν ἐσθ’ ὑπὲρ ὑμῶν καὶ ὅλης τῆς πόλεως, αἱ δὲ τῶν παρακλήτων αὗται δεήσεις καὶ σπουδαὶ τῶν ἰδίων πλεονεξιῶν εἵνεκα γίγνονται, ἃς ἵνα κωλύηθ’ οἱ νόμοι συνήγαγον ὑμᾶς, οὐχ ἵνα κυρίας τοῖς ἀδικοῦσι ποιῆτε.",δέομαι,TRUE,TRUE,TRUE
3792,Demosthenes (0014),Against Olympiodorus (048),51.2,ἐγὼ γὰρ αὐτῷ ἐπήγγειλα ἥκειν ἔχοντι τὰς συνθήκας.,ἐπαγγέλλω,TRUE,FALSE,TRUE
3869,Demosthenes (0014),Against Aphobus 1 (027),68.1,"δέομαι οὖν ὑμῶν, ὦ ἄνδρες δικασταί, καὶ ἱκετεύω καὶ ἀντιβολῶ, μνησθέντας καὶ τῶν νόμων καὶ τῶν ὅρκων οὓς ὀμόσαντες δικάζετε, βοηθῆσαι ἡμῖν τὰ δίκαια, καὶ μὴ περὶ πλείονος τὰς τούτου δεήσεις ἢ τὰς ἡμετέρας ποιήσασθαι.",ἱκετεύω,TRUE,FALSE,TRUE
3871,Demosthenes (0014),Against Eubulides (057),1.5,"δέομαι δ’ ἁπάντων ὑμῶν, ὦ ἄνδρες δικασταί, καὶ ἱκετεύω καὶ ἀντιβολῶ, λογισαμένους τό τε μέγεθος τοῦ παρόντος ἀγῶνος καὶ τὴν αἰσχύνην μεθ’ ἧς ὑπάρχει τοῖς ἁλισκομένοις ἀπολωλέναι, ἀκοῦσαι καὶ ἐμοῦ σιωπῇ, μάλιστα μέν, εἰ δυνατόν, μετὰ πλείονος εὐνοίας ἢ τούτου (τοῖς γὰρ ἐν κινδύνῳ καθεστηκόσιν εἰκὸς εὐνοϊκωτέρους ὑπάρχειν) εἰ δὲ μή, μετά γε τῆς ἴσης.",ἱκετεύω,TRUE,FALSE,TRUE
4091,Demosthenes (0014),Against Conon (054),1.5,"πάντων δὲ τῶν φίλων καὶ τῶν οἰκείων, οἷς συνεβουλευόμην, ἔνοχον μὲν φασκόντων αὐτὸν ἐκ τῶν πεπραγμένων εἶναι καὶ τῇ τῶν λωποδυτῶν ἀπαγωγῇ καὶ ταῖς τῆς ὕβρεως γραφαῖς, συμβουλευόντων δέ μοι καὶ παραινούντων μὴ μείζω πράγματ’ ἢ δυνήσομαι φέρειν ἐπάγεσθαι, μηδ’ ὑπὲρ τὴν ἡλικίαν περὶ ὧν ἐπεπόνθειν ἐγκαλοῦντα φαίνεσθαι, οὕτως ἐποίησα καὶ δι’ ἐκείνους ἰδίαν ἔλαχον δίκην, ἥδιστ’ ἄν, ὦ ἄνδρες Ἀθηναῖοι, θανάτου κρίνας τουτονί.",συμβουλεύω,TRUE,TRUE,TRUE
4176,Dinarchus (0029),Against Demosthenes (004),71.5,"σὲ δὲ τὴν μὲν πατρῴαν γῆν πεπρακέναι, τοὺς δ’ οὐ γεγενημένους υἱεῖς σαυτῷ προσποιεῖσθαι παρὰ τοὺς νόμους τῶν ἐν ταῖς κρίσεσιν ἕνεκα γιγνομένων ὅρκων, ἐπιτάττειν δὲ τοῖς ἄλλοις στρατεύεσθαι λιπόντ’ αὐτὸν τὴν κοινὴν τάξιν.",ἐπιτάσσω,TRUE,TRUE,TRUE
4219,Euripides (0006),Orestes (049),46,"ἔδοξε δ’ Ἄργει τῷδε μήθ’ ἡμᾶς στέγαις, μὴ πυρὶ δέχεσθαι, μήτε προσφωνεῖν τινα μητροκτονοῦντας·",δοκέω,TRUE,TRUE,FALSE
4279,Euripides (0006),Hecuba (040),301,"ἃ δ’ εἶπον εἰς ἅπαντας οὐκ ἀρνήσομαι, Τροίας ἁλούσης ἀνδρὶ τῷ πρώτῳ στρατοῦ σὴν παῖδα δοῦναι σφάγιον ἐξαιτουμένῳ.",δίδωμι,TRUE,TRUE,TRUE
4281,Euripides (0006),Hecuba (040),538,πρευμενὴς δ’ ἡμῖν γενοῦ λῦσαί τε πρύμνας καὶ χαλινωτήρια νεῶν δὸς ἡμῖν πρευμενοῦς τ’ ἀπ’ Ἰλίου νόστου τυχόντας πάντας ἐς πάτραν μολεῖν.,δίδωμι,TRUE,TRUE,TRUE
4429,Herodotus (0016),Histories (001),9.60.7,"νῦν ὦν δέδοκται τὸ ἐνθεῦτεν τὸ ποιητέον ἡμῖν, ἀμυνομένους γὰρ τῇ δυνάμεθα ἄριστα περιστέλλειν ἀλλήλους.",δοκέω,TRUE,FALSE,FALSE
4430,Herodotus (0016),Histories (001),1.3.5,"οὕτω δὴ ἁρπάσαντος αὐτοῦ Ἑλένην, τοῖσι Ἕλλησι δόξαι πρῶτὸν πέμψαντας ἀγγέλους ἀπαιτέειν τε Ἑλένην καὶ δίκας τῆς ἁρπαγῆς αἰτέειν.",δοκέω,TRUE,FALSE,FALSE
4431,Herodotus (0016),Histories (001),1.19.5,"μακροτέρης δέ οἱ γινομένης τῆς νούσου πέμπει ἐς Δελφοὺς θεοπρόπους, εἴτε δὴ συμβουλεύσαντός τευ, εἴτε καὶ αὐτῷ ἔδοξε πέμψαντα τὸν θεὸν ἐπειρέσθαι περὶ τῆς νούσου.",δοκέω,TRUE,FALSE,FALSE
4448,Herodotus (0016),Histories (001),1.207.23,"νῦν ὦν μοι δοκέει διαβάντας προελθεῖν ὅσον ἂν ἐκεῖνοι ὑπεξίωσι, ἐνθεῦτεν δὲ τάδε ποιεῦντας πειρᾶσθαι ἐκείνων περιγενέσθαι.",δοκέω,TRUE,FALSE,FALSE
4469,Herodotus (0016),Histories (001),2.151.10,"οἳ δὲ ἐν φρενὶ λαβόντες τό τε ποιηθὲν ἐκ Ψαμμητίχου καὶ τὸ χρηστήριον, ὅτι ἐκέχρηστό σφι τὸν χαλκέῃ σπείσαντα αὐτῶν φιάλῃ τοῦτον βασιλέα ἔσεσθαι μοῦνον Αἰγύπτου, ἀναμνησθέντες τοῦ χρησμοῦ κτεῖναι μὲν οὐκ ἐδικαίωσαν Ψαμμήτιχον, ὡς ἀνεύρισκον βασανίζοντες ἐξ οὐδεμιῆς προνοίης αὐτὸν ποιήσαντα, ἐς δὲ τὰ ἕλεα ἔδοξέ σφι διῶξαι ψιλώσαντας τὰ πλεῖστα τῆς δυνάμιος, ἐκ δὲ τῶν ἑλέων ὁρμώμενον μὴ ἐπιμίσγεσθαι τῇ ἄλλῃ Αἰγύπτῳ.",δοκέω,TRUE,FALSE,FALSE
4478,Herodotus (0016),Histories (001),3.62.17,νῦν ὦν μοι δοκέει μεταδιώξαντας τὸν κήρυκα ἐξετάζειν εἰρωτεῦντας παρ’ ὅτευ ἥκων προαγορεύει ἡμῖν Σμέρδιος βασιλέος ἀκούειν. ʺ,δοκέω,TRUE,FALSE,FALSE
4498,Herodotus (0016),Histories (001),4.3.12,"νῦν ὦν μοι δοκέει αἰχμὰς μὲν καὶ τόξα μετεῖναι, λαβόντα δὲ ἕκαστον τοῦ ἵππου τὴν μάστιγα ἰέναι ἆσσον αὐτῶν.",δοκέω,TRUE,FALSE,FALSE
4500,Herodotus (0016),Histories (001),4.11.19,"ὡς δὲ δόξαι σφι ταῦτα, διαστάντας καὶ ἀριθμὸν ἴσους γενομένους μάχεσθαι πρὸς ἀλλήλους.",δοκέω,TRUE,FALSE,FALSE
4503,Herodotus (0016),Histories (001),4.81.19,κομισθῆναι τε δὴ χρῆμα πολλὸν ἀρδίων καί οἱ δόξαι ἐξ αὐτέων μνημόσυνον ποιήσαντι λιπέσθαι.,δοκέω,TRUE,FALSE,FALSE
4522,Herodotus (0016),Histories (001),"5.92,gamma.19","ἀποδόντες ὦν ὀπίσω τῇ τεκούσῃ τὸ παιδίον καὶ ἐξελθόντες ἔξω, ἑστεῶτες ἐπὶ τῶν θυρέων ἀλλήλων ἅπτοντο καταιτιώμενοι, καὶ μάλιστα τοῦ πρώτου λαβόντος, ὅτι οὐκ ἐποίησε κατὰ τὰ δεδογμένα, ἐς ὃ δή σφι χρόνου ἐγγινομένου ἔδοξε αὖτις παρελθόντας πάντας τοῦ φόνου μετίσχειν.",δοκέω,TRUE,FALSE,FALSE
4524,Herodotus (0016),Histories (001),5.96.10,οὐκ ἐνδεκομένοισι δέ σφι ἐδέδοκτο ἐκ τοῦ φανεροῦ τοῖσι Πέρσῃσι πολεμίους εἶναι.,δοκέω,TRUE,FALSE,FALSE
4527,Herodotus (0016),Histories (001),6.22.1,"Σαμίων δὲ τοῖσί τι ἔχουσι τὸ μὲν ἐς τοὺς Μήδους ἐκ τῶν στρατηγῶν τῶν σφετέρων ποιηθὲν οὐδαμῶς ἤρεσκε, ἐδόκεε δὲ μετὰ τὴν ναυμαχίην αὐτίκα βουλευομένοισι, πρὶν ἤ σφι ἐς τὴν χώρην ἀπικέσθαι τὸν τύραννον Αἰάκεα, ἐς ἀποικίην ἐκπλέειν μηδὲ μένοντας Μήδοισί τε καὶ Αἰάκεϊ δουλεύειν.",δοκέω,TRUE,FALSE,FALSE
4532,Herodotus (0016),Histories (001),6.82.14,"ταῦτά τε ὦν ἐπιλεγομένῳ καὶ βουλευομένῳ ἔδοξέ μοι τὰ ἡμίσεα πάσης τῆς οὐσίης ἐξαργυρώσαντα θέσθαι παρὰ σέ, εὖ ἐξεπισταμένῳ ὥς μοι κείμενα ἔσται παρὰ σοὶ σόα.",δοκέω,TRUE,FALSE,FALSE
4572,Herodotus (0016),Histories (001),9.12.1,ἐς τοῦτον δὴ τὸν χῶρον καὶ ἐπὶ τὴν κρήνην τὴν Γαργαφίην τὴν ἐν τῷ χώρῳ τούτῳ ἐοῦσαν ἔδοξέ σφι χρεὸν εἶναι ἀπικέσθαι καὶ διαταχθέντας στρατοπεδεύεσθαι.,δοκέω,TRUE,FALSE,FALSE
4581,Herodotus (0016),Histories (001),9.87.2,"ἄνδρες Θηβαῖοι, ἐπειδὴ οὕτω δέδοκται τοῖσι Ἕλλησι, μὴ πρότερον ἀπαναστῆναι πολιορκέοντας ἢ ἐξέλωσι Θήβας ἢ ἡμέας αὐτοῖσι παραδῶτε, νῦν ὦν ἡμέων εἵνεκα γῆ ἡ Βοιωτίη πλέω μὴ ἀναπλήσῃ, ἀλλ’ εἰ μὲν χρημάτων χρηίζοντες πρόσχημα ἡμέας ἐξαιτέονται, χρήματά σφι δῶμεν ἐκ τοῦ κοινοῦ (σὺν γὰρ τῷ κοινῷ καὶ ἐμηδίσαμεν οὐδὲ μοῦνοι ἡμεῖς), εἰ δὲ ἡμέων ἀληθέως δεόμενοι πολιορκέουσι, ἡμεῖς ἡμέας αὐτοὺς ἐς ἀντιλογίην παρέξομεν. ʺ",δοκέω,TRUE,FALSE,FALSE
4583,Herodotus (0016),Histories (001),9.45.14,"πρὸς ταῦτα Πελοποννησίων μὲν τοῖσι ἐν τέλεϊ ἐοῦσι ἐδόκεε τῶν μηδισάντων ἐθνέων τῶν Ἑλληνικῶν τὰ ἐμπολαῖα ἐξαναστήσαντας δοῦναι τὴν χώρην Ἴωσι ἐνοικῆσαι, Ἀθηναίοισι δὲ οὐκ ἐδόκεε ἀρχὴν Ἰωνίην γενέσθαι ἀνάστατον οὐδὲ Πελοποννησίοισι περὶ τῶν σφετερέων ἀποικιέων βουλεύειν·",δοκέω,TRUE,FALSE,FALSE
4584,Herodotus (0016),Histories (001),9.36.2,"τοῖσι μέν νυν ἀμφὶ Λευτυχίδην Πελοποννησίοις ἔδοξε ἀποπλέειν ἐς τὴν Ἑλλάδα, Ἀθηναίοισι δὲ καὶ Ξανθίππῳ τῷ στρατηγῷ αὐτοῦ ὑπομείναντας πειρᾶσθαι τῆς Χερσονήσου.",δοκέω,TRUE,FALSE,FALSE
4586,Herodotus (0016),Histories (001),3.142.2,τῷ δικαιοτάτῳ ἀνδρῶν βουλομένῳ γενέσθαι οὐκ ἐξεγένετο.,ἐκγίγνομαι,TRUE,TRUE,FALSE
4615,Herodotus (0016),Histories (001),1.54.5,"Δελφοὶ δὲ ἀντὶ τούτων ἔδοσαν Κροίσῳ καὶ Λυδοῖσι προμαντηίην καὶ ἀτελείην καὶ προεδρίην, καὶ ἐξεῖναι τῷ βουλομένῳ αὐτῶν γίνεσθαι Δελφὸν ἐς τὸν αἰεὶ χρόνον.",ἔξεστι,TRUE,FALSE,FALSE
4637,Herodotus (0016),Histories (001),2.120.16,"οὐ μὲν οὐδὲ ἡ βασιληίη ἐς Ἀλέξανδρον περιήιε, ὥστε γέροντος Πριάμου ἐόντος ἐπ’ ἐκείνῳ τὰ πρήγματα εἶναι, ἀλλὰ Ἕκτωρ καὶ πρεσβύτερος καὶ ἀνὴρ ἐκείνου μᾶλλον ἐὼν ἔμελλε αὐτὴν Πριάμου ἀποθανόντος παραλάμψεσθαι, τὸν οὐ προσῆκε ἀδικέοντι τῷ ἀδελφεῷ ἐπιτρέπειν, καὶ ταῦτα μεγάλων κακῶν δι’ αὐτὸν συμβαινόντων ἰδίῃ τε αὐτῷ καὶ τοῖσι ἄλλοισι πᾶσι Τρωσί.",προσήκω,TRUE,FALSE,FALSE
4691,Herodotus (0016),Histories (001),1.81.3,"οἱ μὲν γὰρ πρότεροι διεπέμποντο ἐς πέμπτον μῆνα προερέοντες συλλέγεσθαι ἐς Σάρδις, τούτους δὲ ἐξέπεμπε τὴν ταχίστην δέεσθαι βοηθέειν ὡς πολιορκεομένου Κροίσου.",δέομαι,TRUE,TRUE,TRUE
4721,Herodotus (0016),Histories (001),5.80.4,"τουτέων ἀδελφεῶν ἐουσέων, δοκέω ἡμῖν Αἰγινητέων δέεσθαι τὸν θεὸν χρῇσαι τιμωρητήρων γενέσθαι. ʺ",δέομαι,TRUE,FALSE,TRUE
4728,Herodotus (0016),Histories (001),6.100.1,Ἐρετριέες δὲ πυνθανόμενοι τὴν στρατιὴν τὴν Περσικὴν ἐπὶ σφέας ἐπιπλέουσαν Ἀθηναίων ἐδεήθησαν σφίσι βοηθοὺς γενέσθαι.,δέομαι,TRUE,FALSE,TRUE
4885,Herodotus (0016),Histories (001),1.46.15,"ἐντειλάμενος δὲ τοῖσι Λυδοῖσι τάδε ἀπέπεμπε ἐς τὴν διάπειραν τῶν χρηστηρίων, ἀπ’ ἧς ἂν ἡμέρης ὁρμηθέωσι ἐκ Σαρδίων, ἀπὸ ταύτης ἡμερολογέοντας τὸν λοιπὸν χρόνον ἑκατοστῇ ἡμέρῃ χρᾶσθαι τοῖσι χρηστηρίοισι, ἐπειρωτῶντας ὅ τι ποιέων τυγχάνοι ὁ Λυδῶν βασιλεὺς Κροῖσος ὁ Ἀλυάττεω·",ἐντέλλω,TRUE,FALSE,TRUE
4891,Herodotus (0016),Histories (001),1.117.15,"παραδίδωμι μέντοι τῷδε κατὰ τάδε ἐντειλάμενος, θεῖναὶ μιν ἐς ἔρημον ὄρος καὶ παραμένοντα φυλάσσειν ἄχρι οὗ τελευτήσῃ, ἀπειλήσας παντοῖα τῷδε ἢν μὴ τάδε ἐπιτελέα ποιήσῃ.",ἐντέλλω,TRUE,FALSE,TRUE
4892,Herodotus (0016),Histories (001),1.123.16,"ἀπορράψας δὲ τοῦ λαγοῦ τὴν γαστέρα, καὶ δίκτυα δοὺς ἅτε θηρευτῇ τῶν οἰκετέων τῷ πιστοτάτῳ, ἀπέστελλε ἐς τοὺς Πέρσας, ἐντειλάμενὸς οἱ ἀπὸ γλώσσης διδόντα τὸν λαγὸν Κύρῳ ἐπειπεῖν αὐτοχειρίῃ μιν διελεῖν καὶ μηδένα οἱ ταῦτα ποιεῦντι παρεῖναι.",ἐντέλλω,TRUE,FALSE,TRUE
4896,Herodotus (0016),Histories (001),"2.121,gamma.6","τοῦ φωρὸς τὸν νέκυν κατὰ τοῦ τείχεος κατακρεμάσαι, φυλάκους δὲ αὐτοῦ καταστήσαντα ἐντείλασθαί σφι, τὸν ἂν ἴδωνται ἀποκλαύσαντα ἢ κατοικτισάμενον, συλλαβόντας ἄγειν πρὸς ἑωυτόν.",ἐντέλλω,TRUE,FALSE,TRUE
4898,Herodotus (0016),Histories (001),2.162.1,"πυθόμενος δὲ ταῦτα ὁ Ἀπρίης ἔπεμπε ἐπ’ Ἄμασιν ἄνδρα δόκιμον τῶν περὶ ἑωυτὸν Αἰγυπτίων, τῷ οὔνομα ἦν Πατάρβημις, ἐντειλάμενος αὐτῷ ζῶντα Ἄμασιν ἀγαγεῖν παρ’ ἑωυτόν.",ἐντέλλω,TRUE,TRUE,TRUE
4902,Herodotus (0016),Histories (001),3.25.9,"ἐπείτε δὲ στρατευόμενος ἐγένετο ἐν Θήβῃσι, ἀπέκρινε τοῦ στρατοῦ ὡς πέντε μυριάδας, καὶ τούτοισι μὲν ἐνετέλλετο Ἀμμωνίους ἐξανδραποδισαμένους τὸ χρηστήριον τὸ τοῦ Διὸς ἐμπρῆσαι, αὐτὸς δὲ τὸν λοιπὸν ἄγων στρατὸν ἤιε ἐπὶ τοὺς Αἰθίοπας.",ἐντέλλω,TRUE,FALSE,TRUE
4905,Herodotus (0016),Histories (001),3.36.20,"ὁ δὲ ἐπείτε τοξεῦσαι οὐκ εἶχε, ἐνετείλατο τοῖσι θεράπουσι λαβόντας μιν ἀποκτεῖναι.",ἐντέλλω,TRUE,TRUE,TRUE
4912,Herodotus (0016),Histories (001),3.135.2,"ἐπείτε γὰρ τάχιστα ἡμέρη ἐπέλαμψε, καλέσας Περσέων ἄνδρας δοκίμους πεντεκαίδεκα ἐνετέλλετό σφι ἑπομένους Δημοκήδεϊ διεξελθεῖν τὰ παραθαλάσσια τῆς Ἑλλάδος, ὅκως τε μὴ διαδρήσεται σφέας ὁ Δημοκήδης, ἀλλά μιν πάντως ὀπίσω ἀπάξουσι.",ἐντέλλω,TRUE,FALSE,TRUE
4919,Herodotus (0016),Histories (001),4.133.5,"πυνθανόμεθα γὰρ Δαρεῖον ἐντείλασθαι ὑμῖν ἑξήκοντα ἡμέρας μούνας φρουρήσαντας τὴν γέφυραν, αὐτοῦ μὴ παραγενομένου ἐν τούτῳ τῷ χρόνῳ, ἀπαλλάσσεσθαι ἐς τὴν ὑμετέρην.",ἐντέλλω,TRUE,FALSE,TRUE
4920,Herodotus (0016),Histories (001),5.12.1,"τελεωθέντων δὲ ἀμφοτέροισι, οὗτοι μὲν κατὰ τὰ εἵλοντο ἐτράποντο, Δαρεῖον δὲ συνήνεικε πρῆγμα τοιόνδε ἰδόμενον ἐπιθυμῆσαι ἐντείλασθαι Μεγαβάζῳ Παίονας ἑλόντα ἀνασπάστους ποιῆσαι ἐς τὴν Ἀσίην ἐκ τῆς Εὐρώπης.",ἐντέλλω,TRUE,FALSE,TRUE
4960,Herodotus (0016),Histories (001),3.73.6,"ὅσοι τε ὑμέων Καμβύσῃ νοσέοντι παρεγένοντο, πάντως κου μέμνησθε τὰ ἐπέσκηψε Πέρσῃσι τελευτῶν τὸν βίον μὴ πειρωμένοισι ἀνακτᾶσθαι τὴν ἀρχήν·",ἐπισκήπτω,TRUE,TRUE,TRUE
4961,Herodotus (0016),Histories (001),4.33.18,"ἐπεὶ δὲ τοῖσι Ὑπερβορέοισι τοὺς ἀποπεμφθέντας ὀπίσω οὐκ ἀπονοστέειν, δεινὰ ποιευμένους εἰ σφέας αἰεὶ καταλάμψεται ἀποστέλλοντας μὴ ἀποδέκεσθαι, οὕτω δὴ φέροντας ἐς τοὺς οὔρους τὰ ἱρὰ ἐνδεδεμένα ἐν πυρῶν καλάμῃ τοὺς πλησιοχώρους ἐπισκήπτειν κελεύοντας προπέμπειν σφέα ἀπὸ ἑωυτῶν ἐς ἄλλο ἔθνος.",ἐπισκήπτω,TRUE,FALSE,TRUE
